ACADEMIC_YEAR,CURRENT_APPLICATION_NUMBER,CURRENT_INSTITUTE_NAME,CURRENT_INSTITUTE_ADDRESS,PROGRAMME,LEVEL_CATEGORY,INSTI_REGION,INSTI_STATE,INSTITUTE_DISTRICT,INSTI_CITY,INST_TYPE,WOMEN_INST_FLAG,MINORITY_FLAG,sno
2016-2017,1-2864401585,"VIDYASTHALI INSTITUTE OF TECHNOLOGY, SCIENCE AND MANAGEMENT, JAIPUR","PRITHVIRAJ NAGAR, MAHARANI FARM, DURGAPURA, JAIPUR-302018",PHARMACY,PG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,N,589
2016-2017,1-2813061381,JAYA INSTITUTE OF TECHNOLOGY & SCIENCE FOR WOMEN,"SR.NO-910,WARDNO-7,BLOCK-1,
NEAR PADMAKSHAMMA TEMPLE,
HANUMAKONDA,
WARANGAL-506011
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,590
2016-2017,1-2813061381,JAYA INSTITUTE OF TECHNOLOGY & SCIENCE FOR WOMEN,"SR.NO-910,WARDNO-7,BLOCK-1,
NEAR PADMAKSHAMMA TEMPLE,
HANUMAKONDA,
WARANGAL-506011
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,591
2016-2017,1-2813061381,JAYA INSTITUTE OF TECHNOLOGY & SCIENCE FOR WOMEN,"SR.NO-910,WARDNO-7,BLOCK-1,
NEAR PADMAKSHAMMA TEMPLE,
HANUMAKONDA,
WARANGAL-506011
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,592
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,593
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,594
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,595
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,596
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,597
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,598
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,599
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,600
2016-2017,1-2811838595,MANSAROVAR INSTITUTE OF SCIENCE & TECHNOLOGY,"MANSAROVAR CAMPUS, KOLAR ROAD,
VILLAGE HINOTIA ALAM, BHOPAL",ENGINEERING AND TECHNOLOGY,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,601
2016-2017,1-2812774896,SRI MIRAMBIKA COLLEGE OF MANAGEMENT,"KALAWAD ROAD, OPP. MOTEL THE VILLAGE, HARIPAR(PAL),RAJKOT",MANAGEMENT,PG,Central,Gujarat,RAJKOT,RAJKOT,Unaided - Private,N,N,602
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,603
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,604
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,605
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,606
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,607
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",MANAGEMENT,PG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,608
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,PG,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,609
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,610
2016-2017,1-2812302379,SANJAY INSTITUTE OF ENGINEERING & MANAGEMENT,"VILLAGE &  MAUZA - CHAUMUHA , 
NH # 2 , TEHSIL - CHHATA 
DISTRICT - MATHURA, 281406",ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttar Pradesh,MATHURA,MATHURA,Unaided - Private,N,N,611
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,612
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,613
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,614
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,615
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,616
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,617
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,618
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,619
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,620
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,621
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,622
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,623
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,624
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,625
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,626
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,627
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,628
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",MANAGEMENT,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,629
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ARCHITECTURE,UG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,630
2016-2017,1-2811911820,B V BHOOMARADDI COLLEGE OF ENGINEERING & TECHNOLOGY,"VIDYANAGAR, HUBLI - 580031, KARNATAKA STATE",ENGINEERING AND TECHNOLOGY,PG,South-West,Karnataka,DHARWAD,HUBLI,Govt aided,N,N,631
2016-2017,1-2812551947,YASH RAJ INSTITUTE OF EDUCATION AND MANAGEMENT,BAGHAMAU SADAR LUCKNOW,MANAGEMENT,PG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,N,632
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,633
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,634
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,635
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,636
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,637
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,638
2016-2017,1-2812439718,AZAD ENGINEERING COLLEGE,"AZADPURAM, ADJACENT CRPF CAMP",ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,Y,639
2016-2017,1-2812039519,MVJ COLLEGE OF ENGINEERING - MCA,"NEAR ITPB,
CHANNASANDRA,
KADUGODI POST,
BANGALORE-560 067",MCA,PG,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Unaided - Private,N,Y,640
2016-2017,1-2811815429,COLLEGE OF APPLIED SCIENCE VADAKKENCHERRY,"ERACHANKULAM
VADAKKENCHERRY",MCA,PG,South-West,Kerala,PALAKKAD,PALAKKAD,Government,N,N,641
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,642
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,643
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,644
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,645
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,646
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",MANAGEMENT,PG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,647
2016-2017,1-2812629441,ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY,"PANWAR, REWA ROAD
NH-27
ALLAHABAD
PIN- 212107 (U.P.)",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,ALLAHABAD,ALLAHABAD,Unaided - Private,N,N,648
2016-2017,1-2812820896,ICON INSTITUTE OF MANAGEMENT STUDIES,"ICON  INSTITUTE OF MANAGEMENT STUDIES
NH-202
BIBINAGAR(VILLAGE&MANDAL)
NALGONDA(DISTRICT)-508126
ANDHRA PRADESH",MANAGEMENT,PG,South-Central,Telangana,NALGONDA,BIBINAGAR,Unaided - Private,N,N,649
2016-2017,1-2812515955,I.T.S - INSTITUTE OF MANAGEMENT,"46, KNOWLEDGE PARK - III
GREATER NOIDA",MANAGEMENT,PG,Northern,Uttar Pradesh,GAUTAM BUDDHA NAGAR,GREATER NOIDA,Unaided - Private,N,N,650
2016-2017,1-2812678995,DOON COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE THAKURPUR,
PREM NAGAR
DEHRADUN",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,651
2016-2017,1-2812678995,DOON COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE THAKURPUR,
PREM NAGAR
DEHRADUN",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,652
2016-2017,1-2812678995,DOON COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE THAKURPUR,
PREM NAGAR
DEHRADUN",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,653
2016-2017,1-2812678995,DOON COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE THAKURPUR,
PREM NAGAR
DEHRADUN",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,654
2016-2017,1-2812678995,DOON COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE THAKURPUR,
PREM NAGAR
DEHRADUN",ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,655
2016-2017,1-2812678995,DOON COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE THAKURPUR,
PREM NAGAR
DEHRADUN",ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,656
2016-2017,1-2451329260,"SCHOOL OF ENGINEERING & TECHNOLOGY - ITM UNIVERSITY, GWALIOR","OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,GWALIOR,GWALIOR,Unaided - Private,N,N,657
2016-2017,1-2451329260,"SCHOOL OF ENGINEERING & TECHNOLOGY - ITM UNIVERSITY, GWALIOR","OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,GWALIOR,GWALIOR,Unaided - Private,N,N,658
2016-2017,1-2451329260,"SCHOOL OF ENGINEERING & TECHNOLOGY - ITM UNIVERSITY, GWALIOR","OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,GWALIOR,GWALIOR,Unaided - Private,N,N,659
2016-2017,1-2451329260,"SCHOOL OF ENGINEERING & TECHNOLOGY - ITM UNIVERSITY, GWALIOR","OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,GWALIOR,GWALIOR,Unaided - Private,N,N,660
2016-2017,1-2451329260,"SCHOOL OF ENGINEERING & TECHNOLOGY - ITM UNIVERSITY, GWALIOR","OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,GWALIOR,GWALIOR,Unaided - Private,N,N,661
2016-2017,1-2451329260,"SCHOOL OF ENGINEERING & TECHNOLOGY - ITM UNIVERSITY, GWALIOR","OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,GWALIOR,GWALIOR,Unaided - Private,N,N,662
2016-2017,1-2450691813,M R POLYTECHNIC COLLEGE,"MITTERPURA, PO- DUBLANA, TEH- NARNAUL, DISTT- MOHINDERGARH",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,MAHENDERGARH,NARNAUL,Unaided - Private,N,N,663
2016-2017,1-2450691813,M R POLYTECHNIC COLLEGE,"MITTERPURA, PO- DUBLANA, TEH- NARNAUL, DISTT- MOHINDERGARH",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,MAHENDERGARH,NARNAUL,Unaided - Private,N,N,664
2016-2017,1-2450691813,M R POLYTECHNIC COLLEGE,"MITTERPURA, PO- DUBLANA, TEH- NARNAUL, DISTT- MOHINDERGARH",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,MAHENDERGARH,NARNAUL,Unaided - Private,N,N,665
2016-2017,1-2450691813,M R POLYTECHNIC COLLEGE,"MITTERPURA, PO- DUBLANA, TEH- NARNAUL, DISTT- MOHINDERGARH",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,MAHENDERGARH,NARNAUL,Unaided - Private,N,N,666
2016-2017,1-2453490230,G.H.RAISONI SCHOOL OF MANAGEMENT STUDIES,"MADHAV NAGRI, NEAR CRPF GATE NO.3",MANAGEMENT,PG,Western,Maharashtra,NAGPUR,NAGPUR,Unaided - Private,N,Y,667
2016-2017,1-2523155618,EAST POINT COLLEGE OF ENGINEERING FOR WOMEN,"JNANA PRABHA,
BIDARA HALLI,
VIRGONAGAR POST,
BANGALORE.",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Unaided - Private,Y,N,668
2016-2017,1-2523155618,EAST POINT COLLEGE OF ENGINEERING FOR WOMEN,"JNANA PRABHA,
BIDARA HALLI,
VIRGONAGAR POST,
BANGALORE.",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Unaided - Private,Y,N,669
2016-2017,1-2523155618,EAST POINT COLLEGE OF ENGINEERING FOR WOMEN,"JNANA PRABHA,
BIDARA HALLI,
VIRGONAGAR POST,
BANGALORE.",ENGINEERING AND TECHNOLOGY,UG,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Unaided - Private,Y,N,670
2016-2017,1-2523155618,EAST POINT COLLEGE OF ENGINEERING FOR WOMEN,"JNANA PRABHA,
BIDARA HALLI,
VIRGONAGAR POST,
BANGALORE.",MANAGEMENT,PG,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Unaided - Private,Y,N,671
2016-2017,1-2453466133,G.H.RAISONI SCHOOL OF MANAGEMENT AND RESEARCH,"MADHAV NAGRI, NEAR CRPF GATE NO. 3, NAGPUR",MANAGEMENT,PG,Western,Maharashtra,NAGPUR,NAGPUR,Unaided - Private,N,Y,672
2016-2017,1-2453008114,PRAKASH INSTITUTE OF ENGINEERING & TECHNOLOGY JABALPUR (MP),"0.8 MANDALA ROAD,4TH MILE, KOSAMGHAT, JABALPUR (MP)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,JABALPUR,JABALPUR,Unaided - Private,N,Y,673
2016-2017,1-2453008114,PRAKASH INSTITUTE OF ENGINEERING & TECHNOLOGY JABALPUR (MP),"0.8 MANDALA ROAD,4TH MILE, KOSAMGHAT, JABALPUR (MP)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,JABALPUR,JABALPUR,Unaided - Private,N,Y,674
2016-2017,1-2453008114,PRAKASH INSTITUTE OF ENGINEERING & TECHNOLOGY JABALPUR (MP),"0.8 MANDALA ROAD,4TH MILE, KOSAMGHAT, JABALPUR (MP)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,JABALPUR,JABALPUR,Unaided - Private,N,Y,675
2016-2017,1-2453008114,PRAKASH INSTITUTE OF ENGINEERING & TECHNOLOGY JABALPUR (MP),"0.8 MANDALA ROAD,4TH MILE, KOSAMGHAT, JABALPUR (MP)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,JABALPUR,JABALPUR,Unaided - Private,N,Y,676
2016-2017,1-2453008114,PRAKASH INSTITUTE OF ENGINEERING & TECHNOLOGY JABALPUR (MP),"0.8 MANDALA ROAD,4TH MILE, KOSAMGHAT, JABALPUR (MP)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,JABALPUR,JABALPUR,Unaided - Private,N,Y,677
2016-2017,1-2453008114,PRAKASH INSTITUTE OF ENGINEERING & TECHNOLOGY JABALPUR (MP),"0.8 MANDALA ROAD,4TH MILE, KOSAMGHAT, JABALPUR (MP)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,JABALPUR,JABALPUR,Unaided - Private,N,Y,678
2016-2017,1-2450507013,SHREE SWAMINARAYAN DIPLOMA ENGINEERING COLLEGE,"SHREE SWAMINARAYAN GURUKUL,KEVADIA COLONY,NR SRP GROP 14TA-NANDOD,DIST NARMADA,393151,GUJARAT",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Gujarat,NARMADA,KEVADIA COLONY,Unaided - Private,N,N,679
